student_id,skill_id,skill_mastery,ability_profile,problem_difficulty,correctness,problems
8,36,0.968642,7,1,1,899
8,36,0.968606,7,2,0,898
8,36,0.969239,7,1,1,10
8,36,0.969203,7,0,1,477
8,36,0.969168,7,1,1,483
8,36,0.969132,7,1,1,478
8,36,0.969097,7,0,1,480
8,36,0.969061,7,1,1,21
8,36,0.969025,7,0,1,20
8,36,0.96899,7,2,1,23
8,36,0.968954,7,2,1,24
8,120,0.893939,7,1,1,1076
8,121,0.985294,7,0,1,1080
8,121,0.999999,7,0,1,1071
8,121,1.0,7,0,1,753
8,121,1.0,7,0,1,38
8,121,1.0,7,0,1,756
8,121,1.0,7,0,1,36
8,121,1.0,7,0,1,754
8,121,1.0,7,0,1,1078
8,121,1.0,7,0,1,1069
8,121,1.0,7,0,1,1081
8,121,1.0,7,0,1,1070
8,121,1.0,7,0,1,1068
8,37,0.770492,7,2,1,559
8,38,0.916667,7,1,1,888
8,38,0.907111,7,2,1,880
8,38,0.896583,7,2,0,871
8,38,0.946296,7,1,1,885
8,38,0.939913,7,3,0,865
8,39,0.865385,7,2,1,881
8,39,0.86526,7,0,1,866
8,39,0.865136,7,0,1,869
8,122,0.636364,7,4,1,739
8,122,0.636149,7,2,1,736
8,122,0.635935,7,4,1,742
8,122,0.63572,7,1,1,741
8,122,0.635506,7,1,1,740
8,124,0.148936,7,9,0,219
8,124,0.262895,7,0,1,222
8,124,0.241045,7,0,1,227
8,124,0.220534,7,1,1,229
8,124,0.201374,7,1,1,232
8,124,0.183561,7,0,1,230
8,124,0.167068,7,0,1,238
8,125,0.921053,7,1,1,239
8,126,0.658537,7,3,1,269
8,126,0.658236,7,1,1,281
8,126,0.657935,7,1,1,279
8,126,0.657635,7,6,0,290
8,126,0.659475,7,1,1,295
8,126,0.659174,7,6,0,289
8,126,0.66101,7,6,0,297
8,126,0.662839,7,6,0,292
8,126,0.664663,7,9,0,294
8,126,0.666482,7,8,1,298
8,126,0.66618,7,5,1,296
8,126,0.665879,7,6,0,293
8,126,0.667693,7,1,0,288
8,126,0.669502,7,7,1,291
8,126,0.6692,7,0,1,277
8,126,0.668899,7,0,1,283
8,126,0.668598,7,2,1,284
8,126,0.668296,7,0,1,278
8,126,0.667995,7,0,1,273
8,123,0.676471,7,3,1,722
8,123,0.676308,7,2,1,723
8,123,0.676146,7,1,1,725
8,123,0.675983,7,0,1,726
12,123,0.676308,0,1,1,728
12,123,0.676146,0,0,1,721
12,123,0.675983,0,1,1,724
12,123,0.675821,0,1,1,729
12,123,0.675658,0,2,1,730
12,114,0.373333,0,7,0,202
12,114,0.378646,0,0,1,203
12,114,0.378745,0,0,1,201
12,114,0.378845,0,0,1,204
12,114,0.378943,0,0,1,203
12,114,0.379042,0,0,1,204
12,114,0.379141,0,0,1,201
12,114,0.379239,0,0,1,203
12,115,0.789474,0,0,1,207
12,115,0.789315,0,0,1,206
12,115,0.789156,0,1,1,205
12,115,0.788997,0,0,1,207
12,116,0.981132,0,0,1,198
12,116,0.991493,0,0,1,200
12,116,0.996168,0,0,1,199
12,116,0.998275,3,0,1,197
12,117,0.472222,3,4,1,213
12,117,0.472197,3,1,1,214
12,117,0.472171,3,1,1,212
12,117,0.472146,3,1,1,215
12,117,0.47212,3,1,1,214
12,117,0.472095,3,1,1,212
12,117,0.47207,3,1,1,215
12,117,0.472044,3,1,1,212
12,118,0.898551,3,0,1,218
12,118,0.999989,3,0,1,216
12,118,1.0,3,0,1,217
12,118,1.0,3,0,1,216
12,118,1.0,3,0,1,218
12,118,1.0,3,0,1,217
12,118,1.0,3,0,1,218
12,118,1.0,3,0,1,216
12,118,1.0,3,0,1,218
12,118,1.0,3,0,1,217
12,118,1.0,3,0,1,218
12,118,1.0,3,0,1,217
12,118,1.0,3,0,1,216
12,119,0.9375,3,0,1,209
12,40,0.925926,3,1,1,14
16,1,0.829787,0,2,1,82
16,1,0.829487,0,4,0,849
16,1,0.830362,0,4,0,90
16,1,0.831235,0,6,0,65
16,1,0.832103,0,2,1,64
16,1,0.831805,0,4,1,94
16,1,0.831507,0,2,1,51
16,2,0.72028,0,3,1,108
16,2,0.720056,0,3,1,102
16,2,0.719832,0,2,1,97
16,2,0.719608,0,2,1,120
16,2,0.719385,0,3,1,832
16,2,0.719161,0,1,1,522
16,2,0.718937,0,2,1,497
16,2,0.718713,0,2,1,70
16,2,0.718489,0,6,0,540
16,2,0.720787,0,1,1,167
16,4,0.862069,0,2,1,557
16,5,0.810811,0,1,1,83
16,5,0.810617,0,1,1,131
16,5,0.810422,3,3,1,823
16,5,0.810228,3,1,1,745
16,5,0.810033,3,2,1,76
16,6,0.697987,3,5,1,141
16,50,0.659259,3,3,1,300
16,50,0.658959,3,1,1,375
16,50,0.658658,3,3,0,326
16,50,0.660495,3,3,1,299
16,50,0.660194,3,3,1,326
16,50,0.659893,3,2,1,339
16,50,0.659593,3,3,1,299
16,53,0.901515,3,2,1,339
16,53,0.901392,3,1,1,375
16,53,0.901268,3,3,1,299
16,53,0.901144,3,1,1,375
16,53,0.90102,3,3,1,326
16,53,0.900897,3,2,1,339
16,53,0.900772,3,3,1,299
16,54,0.898438,3,2,1,433
16,54,0.898278,3,2,1,396
16,54,0.898119,6,1,1,431
16,54,0.897959,6,2,1,420
16,54,0.8978,6,1,1,432
16,54,0.89764,6,3,1,417
16,55,0.929134,6,1,1,437
16,55,0.929058,6,2,1,433
16,55,0.928983,6,1,1,305
16,55,0.928907,6,3,1,417
16,55,0.928832,6,1,1,432
16,55,0.928756,6,2,1,420
16,55,0.92868,6,0,1,435
16,55,0.928604,6,2,1,434
16,55,0.928528,6,1,1,436
16,55,0.928452,6,1,1,307
16,55,0.928376,6,2,1,396
16,56,0.795276,6,2,1,317
16,56,0.879444,6,2,1,312
16,56,0.931509,6,4,1,314
16,56,0.961918,6,1,1,319
16,56,0.979087,6,3,1,315
16,56,0.988594,6,2,1,316
16,57,0.172414,6,5,1,330
16,57,0.195849,6,4,0,331
16,57,0.156057,6,5,1,330
16,57,0.177823,6,4,1,331
16,57,0.20179,6,5,1,330
16,58,0.698925,6,4,1,331
16,58,0.698384,6,5,0,330
16,58,0.699527,6,4,1,331
16,58,0.698987,6,5,1,330
16,58,0.698446,6,4,0,331
16,59,0.3375,6,4,1,332
16,59,0.33727,6,4,0,335
16,59,0.338826,6,6,0,333
16,59,0.340383,6,4,0,335
16,59,0.34194,6,6,0,333
16,59,0.343498,6,5,0,334
16,59,0.345056,6,4,1,332
16,59,0.344809,6,6,0,333
16,59,0.346367,6,4,1,335
16,59,0.346117,6,5,1,334
16,59,0.345867,6,6,0,333
16,59,0.347426,6,4,0,335
16,59,0.348985,6,6,1,333
16,8,0.714286,6,3,1,564
16,9,0.787234,6,3,1,132
16,9,0.892693,6,2,1,817
16,9,0.948887,6,2,1,57
16,9,0.976353,6,1,1,114
16,9,0.989212,6,2,1,759
16,9,0.99511,6,2,1,445
16,9,0.99779,6,2,1,769
16,9,0.999002,6,3,1,773
16,9,0.99955,6,2,1,40
16,9,0.999797,6,4,1,116
16,9,0.999909,6,2,1,766
16,10,0.87395,6,2,1,144
16,10,0.873761,6,2,0,164
16,10,0.87462,6,2,0,515
16,10,0.875474,6,1,1,783
16,11,0.865385,6,2,0,545
16,11,0.86783,6,3,1,154
16,61,0.57971,6,4,1,327
16,61,0.579319,6,3,0,341
16,61,0.580956,6,2,0,342
16,61,0.582591,6,3,1,341
16,61,0.582198,6,4,0,338
16,61,0.583831,6,3,0,337
16,61,0.58546,6,2,0,342
16,61,0.587086,6,3,1,337
16,61,0.586692,6,3,1,341
16,61,0.586297,6,4,1,338
16,61,0.585903,6,3,1,337
16,63,0.780142,6,2,1,342
16,63,0.779872,6,3,0,341
16,63,0.781233,6,3,1,337
16,63,0.780964,6,4,0,338
16,63,0.78232,6,3,1,341
16,63,0.782051,6,2,1,342
16,63,0.781782,6,4,1,338
16,63,0.781513,6,3,0,337
16,63,0.782867,6,4,0,338
16,63,0.784214,6,3,1,337
16,63,0.783946,6,4,0,338
16,64,0.716312,6,2,1,352
16,64,0.716015,6,1,1,358
16,64,0.715719,6,4,1,344
16,64,0.715422,6,3,1,349
16,64,0.715125,6,1,0,355
16,64,0.716765,6,2,0,353
16,64,0.718398,6,2,0,354
16,64,0.720025,6,2,0,356
16,64,0.721646,6,2,1,351
16,64,0.72135,6,1,0,357
16,64,0.722966,6,2,1,353
16,64,0.722671,6,1,0,357
16,64,0.724281,6,2,0,354
16,64,0.725884,6,1,0,357
16,65,0.863309,6,2,0,351
16,65,0.864621,6,2,0,356
16,65,0.865921,6,2,0,352
16,65,0.867211,6,1,0,355
16,65,0.86849,6,1,1,358
16,65,0.868336,6,2,1,354
16,65,0.868182,6,2,1,353
16,66,0.372059,6,5,0,377
16,32,0.82069,6,2,1,793
16,32,0.820501,6,1,1,796
16,32,0.820313,6,2,1,794
16,32,0.820124,6,1,1,797
16,32,0.819935,6,2,1,792
16,32,0.819746,6,1,1,801
16,32,0.819557,6,1,1,798
16,32,0.819368,6,2,1,791
16,32,0.819178,6,3,1,790
16,32,0.818989,6,2,1,795
16,32,0.818799,6,1,1,799
16,12,0.84058,6,2,1,555
16,13,0.840491,6,1,1,74
16,13,0.840315,6,2,1,548
16,13,0.840139,6,2,1,463
16,13,0.839964,6,1,1,485
16,13,0.839788,6,1,1,458
16,13,0.839612,6,1,1,552
16,13,0.839435,6,1,1,165
16,13,0.839259,6,1,1,454
16,13,0.839083,6,7,0,550
16,14,0.658228,6,3,1,149
16,14,0.658008,6,1,1,457
16,14,0.657787,6,1,1,142
16,14,0.657567,6,1,1,465
16,14,0.657347,6,2,1,491
16,14,0.657127,6,1,1,490
16,14,0.656907,6,1,1,468
16,14,0.656687,6,2,1,147
16,14,0.656467,6,1,1,148
16,15,0.872,6,1,1,551
16,15,0.87188,6,1,1,156
16,15,0.87176,6,1,1,160
16,15,0.87164,6,1,1,159
16,15,0.87152,6,1,1,494
16,15,0.871399,6,1,1,553
16,15,0.871279,6,1,1,554
16,16,0.58,6,4,1,451
16,16,0.579811,6,2,1,453
16,16,0.579623,6,3,1,452
16,71,0.697674,6,3,1,340
16,71,0.697508,6,1,1,386
16,71,0.697342,6,1,1,391
16,71,0.697176,6,1,1,387
16,71,0.69701,6,1,0,388
16,71,0.701516,6,1,1,389
16,71,0.701349,6,1,1,390
16,72,0.923077,6,1,1,388
16,72,0.922996,6,1,1,390
16,72,0.922915,6,1,0,387
16,72,0.924402,6,1,1,391
16,72,0.924322,6,1,0,389
16,72,0.925784,6,1,1,386
20,73,0.759259,0,1,1,394
20,73,0.759094,0,0,1,393
20,73,0.758929,0,1,1,399
20,73,0.758763,0,0,1,392
20,73,0.758598,0,1,1,395
20,73,0.758433,0,0,1,393
20,74,0.952663,0,1,1,398
20,74,0.991464,0,1,1,395
20,74,0.998467,0,0,1,392
20,74,0.999725,0,1,0,399
20,75,0.97619,0,0,1,402
20,75,0.990345,0,0,1,400
20,75,0.996113,0,0,1,405
20,75,0.998439,0,0,1,403
20,75,0.999374,0,1,1,401
20,76,0.944828,0,0,1,405
20,76,0.964613,0,0,1,400
20,76,0.977439,0,0,0,403
20,76,0.214776,0,0,1,402
20,76,0.353143,0,1,1,401
20,76,0.494381,3,0,1,404
20,76,0.624389,3,0,1,400
20,77,0.45977,3,4,0,568
20,77,0.461551,3,6,1,585
20,77,0.461262,3,6,1,576
20,77,0.460974,3,3,1,578
20,77,0.460685,3,6,0,565
20,77,0.462466,3,4,1,702
20,77,0.462176,3,3,0,566
20,77,0.463955,3,5,0,607
20,77,0.465734,3,5,0,718
20,77,0.467511,3,4,1,570
20,78,0.479167,3,4,0,606
20,78,0.480685,3,5,1,569
20,78,0.480207,3,7,0,701
20,17,0.806452,3,2,1,558
20,18,0.863415,3,1,1,838
20,18,0.863289,3,1,1,484
20,18,0.863164,3,1,1,509
20,18,0.863038,3,5,0,456
20,18,0.86552,5,1,1,176
20,18,0.865396,5,1,1,810
20,18,0.865271,5,1,1,537
20,18,0.865147,5,1,1,462
20,18,0.865023,5,1,1,45
20,18,0.864898,5,1,1,839
20,18,0.864774,5,1,0,455
20,19,0.361842,5,6,0,170
20,19,0.10612,5,0,1,751
20,19,0.205571,5,1,1,781
20,19,0.301428,5,1,1,815
20,19,0.39192,5,1,1,538
20,19,0.475687,5,1,1,499
20,19,0.551831,5,0,1,48
20,19,0.619909,5,2,0,847
20,79,0.257669,5,7,0,376
20,79,0.101781,5,5,0,377
20,88,0.496815,5,5,0,406
20,90,0.849057,5,1,1,408
20,90,0.848923,5,1,0,407
20,90,0.851619,5,1,1,408
20,91,0.93125,5,1,1,407
20,91,0.931176,5,1,1,408
20,91,0.931103,5,1,1,407
20,92,0.869281,5,1,1,409
20,92,0.869159,5,1,1,410
20,93,0.894737,5,1,1,409
20,93,0.894633,5,1,1,410
20,94,0.512987,5,1,0,411
20,94,0.51597,5,2,1,412
20,80,0.928571,5,1,1,411
20,80,0.928495,5,2,1,412
20,80,0.928419,5,1,1,411
20,81,0.416667,5,1,0,413
20,81,0.10744,5,1,1,414
20,81,0.206857,5,1,1,413
20,81,0.302654,5,1,1,414
20,81,0.393066,5,1,1,413
20,82,0.908451,5,1,1,414
20,82,0.908357,5,1,1,413
20,82,0.908264,5,1,1,414
20,82,0.908171,5,1,1,413
20,82,0.908077,5,1,1,414
20,83,0.446429,5,3,1,618
20,83,0.446277,5,3,0,600
20,83,0.448477,5,3,0,582
20,83,0.450676,5,2,0,592
20,83,0.452875,5,2,1,598
20,83,0.452715,5,2,1,604
20,83,0.452555,5,3,1,596
20,83,0.452396,5,2,1,590
20,83,0.452236,5,3,0,622
20,83,0.454434,5,1,1,586
20,84,0.786517,5,3,0,595
20,84,0.788403,5,3,0,617
20,84,0.790276,5,3,1,615
20,84,0.790072,5,2,1,591
20,84,0.789867,5,2,1,634
20,84,0.789663,5,2,0,597
20,20,0.878378,5,1,1,556
20,21,0.90604,5,1,1,182
20,21,0.905921,5,1,1,184
20,21,0.905802,5,1,1,825
20,21,0.905683,5,1,1,183
20,21,0.905564,5,2,1,179
20,22,0.916667,5,1,1,187
20,22,0.91658,5,1,1,185
20,79,0.101255,5,7,1,376
20,79,0.242802,5,5,1,377
20,88,0.498032,5,5,0,406
20,90,0.851486,5,1,1,408
20,90,0.851354,5,1,1,407
20,91,0.931029,5,1,1,408
20,91,0.930956,5,1,1,407
20,91,0.930882,5,1,1,408
20,92,0.869037,5,1,1,409
20,92,0.868916,5,1,1,410
20,93,0.894529,5,1,1,409
20,93,0.894425,5,1,1,410
20,93,0.89432,5,1,1,409
20,94,0.51583,5,1,1,411
20,94,0.51569,5,2,1,412
20,94,0.515551,5,1,1,411
20,80,0.928343,5,2,1,412
20,80,0.928267,5,1,1,411
20,80,0.928191,5,2,1,412
20,80,0.928115,5,1,1,411
20,81,0.476737,5,1,0,413
20,81,0.109198,5,1,1,414
20,81,0.208569,5,1,1,413
20,82,0.907984,5,1,1,414
20,82,0.90789,5,1,1,413
20,82,0.907796,5,1,1,414
20,21,0.905445,5,1,1,182
20,21,0.905325,5,1,1,184
20,21,0.905206,5,1,1,825
20,21,0.905086,5,1,1,183
20,21,0.904966,5,2,0,179
20,22,0.916494,5,1,0,187
20,22,0.918094,5,1,1,185
20,22,0.918009,5,1,1,189
20,22,0.917923,5,0,1,186
20,22,0.917838,5,1,1,188
20,22,0.917753,5,2,1,190
20,23,0.95,5,1,1,178
20,23,0.959731,5,1,1,191
20,23,0.967602,5,2,1,474
20,24,0.940476,5,1,1,180
20,24,0.940411,5,1,1,192
20,24,0.940346,5,1,1,181
20,108,0.274074,5,7,1,635
20,108,0.305823,5,4,1,649
20,108,0.339458,5,3,1,643
20,108,0.374728,5,2,1,645
20,109,0.917293,5,1,1,646
20,109,0.9686,5,1,1,650
20,109,0.988452,5,1,1,640
20,109,0.995804,5,1,1,644
20,110,0.170543,5,3,0,667
20,110,0.001686,5,4,0,673
20,110,0.001006,7,3,0,665
20,110,0.001003,7,4,1,683
20,110,0.002428,7,5,0,679
20,110,0.001008,7,4,1,675
20,110,0.002435,7,3,0,671
20,110,0.001008,7,3,1,669
20,111,0.848,7,2,1,672
20,111,0.847784,7,2,1,684
20,111,0.847567,7,2,1,674
20,111,0.847351,7,3,1,676
20,111,0.847134,7,3,1,680
20,26,0.8,7,2,1,562
20,27,0.952381,7,1,1,863
20,27,0.952328,7,1,1,887
20,27,0.952275,7,1,1,864
20,28,0.84375,7,2,1,883
20,28,0.843613,7,1,1,891
20,28,0.843477,7,2,1,873
20,28,0.84334,7,1,1,862
20,29,0.94186,7,1,1,875
20,29,0.941797,7,0,1,892
20,29,0.941733,7,1,1,893
20,30,0.95,7,1,1,876
20,30,0.949944,7,1,1,895
20,95,0.72807,7,3,1,397
20,95,0.727777,7,3,1,379
20,95,0.727483,7,2,0,383
20,95,0.729074,7,2,1,384
20,95,0.728781,7,2,1,381
20,99,0.884956,7,2,1,380
20,99,0.884816,7,2,0,384
20,99,0.885946,7,2,1,382
20,100,0.637168,7,2,1,416
20,100,0.636953,7,2,1,415
20,100,0.636739,7,2,1,416
20,101,0.872727,7,2,1,415
20,102,0.7,7,3,0,422
20,33,0.931373,7,1,1,561
20,34,0.875,7,5,0,0
28,14,0.658228,0,3,1,149
28,14,0.658008,0,1,1,142
28,14,0.657787,0,1,1,457
28,14,0.657567,0,1,1,465
28,14,0.657347,0,2,1,491
28,14,0.657127,0,1,1,490
28,14,0.656907,0,1,0,468
28,14,0.659498,0,1,1,148
28,14,0.659277,0,2,1,147
28,15,0.872,0,1,1,551
28,15,0.87188,0,1,1,156
28,15,0.87176,0,1,1,494
28,15,0.87164,0,1,0,554
28,15,0.873987,0,1,1,553
28,15,0.873868,0,1,1,160
28,15,0.87375,0,1,0,159
28,71,0.697674,0,3,0,340
28,71,0.702174,0,1,1,387
28,71,0.702008,0,1,1,391
28,71,0.701841,0,1,1,386
28,71,0.701675,3,1,1,389
28,71,0.701508,3,1,1,387
28,71,0.701341,3,1,1,388
28,72,0.923077,3,1,1,391
28,72,0.922996,3,1,1,386
28,73,0.759259,3,1,1,398
28,73,0.759094,3,0,1,392
28,73,0.758929,3,1,1,394
28,73,0.758763,3,0,1,393
28,73,0.758598,3,1,1,395
28,73,0.758433,3,0,1,392
28,74,0.952663,3,1,1,395
28,74,0.991464,3,0,1,392
28,74,0.998467,3,1,1,399
28,75,0.97619,3,0,1,404
28,75,0.990345,3,0,1,403
28,75,0.996113,3,0,1,400
28,75,0.998439,3,0,1,402
28,17,0.806452,3,2,1,558
28,18,0.863415,3,1,1,838
28,18,0.863289,5,1,1,484
28,18,0.863164,5,1,1,509
28,18,0.863038,5,5,0,456
28,18,0.86552,5,1,1,810
28,18,0.865396,5,1,1,537
28,18,0.865271,5,1,1,176
28,18,0.865147,5,1,1,455
28,18,0.865023,5,1,1,462
28,18,0.864898,5,1,1,839
28,18,0.864774,5,1,1,45
28,79,0.257669,5,7,0,376
28,79,0.101781,5,5,1,377
28,88,0.496815,5,5,0,406
28,90,0.849057,5,1,1,407
28,90,0.848923,5,1,1,408
28,91,0.93125,5,1,1,407
28,91,0.931176,5,1,1,408
28,91,0.931103,5,1,1,407
28,92,0.869281,5,1,1,410
28,92,0.869159,5,1,1,409
28,92,0.869037,5,1,1,410
28,93,0.894737,5,1,1,409
28,94,0.512987,5,2,1,412
28,94,0.51285,5,1,1,411
28,94,0.512713,5,2,1,412
28,80,0.928571,5,1,1,411
28,81,0.416667,5,1,0,414
28,81,0.10744,5,1,1,413
28,81,0.206857,5,1,1,414
28,81,0.302654,5,1,1,413
28,82,0.908451,5,1,1,414
28,82,0.908357,5,1,1,413
28,82,0.908264,5,1,1,414
28,83,0.446429,5,4,1,620
32,1,0.829787,0,1,1,80
32,1,0.829487,0,4,0,852
32,1,0.830362,0,4,1,89
32,1,0.830062,0,6,1,66
32,1,0.829762,0,4,1,52
32,1,0.829462,0,2,1,64
32,2,0.72028,0,2,1,109
32,2,0.720056,0,2,1,103
32,2,0.719832,0,2,1,98
32,2,0.719608,0,0,1,122
32,2,0.719385,0,3,0,831
32,4,0.862069,0,2,0,557
32,5,0.810811,0,1,1,83
32,5,0.810617,0,1,1,129
32,5,0.810422,0,2,0,731
32,5,0.812142,0,3,0,823
32,5,0.813849,0,2,1,746
32,5,0.813657,0,2,1,75
32,6,0.697987,0,3,0,140
32,6,0.70039,0,2,1,528
32,50,0.659259,3,3,0,300
32,50,0.661094,3,1,1,375
32,50,0.660794,3,2,1,339
32,50,0.660493,3,3,0,299
32,50,0.662324,3,3,1,326
32,50,0.662023,3,3,1,299
32,50,0.661722,3,2,0,339
32,50,0.66355,3,1,1,375
32,50,0.663249,3,3,0,326
32,50,0.665071,3,2,0,339
32,50,0.666888,3,1,1,375
32,50,0.666587,3,2,0,339
32,50,0.668399,3,1,0,375
32,50,0.670205,3,2,1,339
32,50,0.669903,3,1,1,375
32,53,0.901515,3,2,1,339
32,53,0.901392,3,3,0,326
32,53,0.902375,3,3,0,299
32,53,0.903349,3,1,1,375
32,53,0.903227,3,3,0,326
32,53,0.904194,3,3,1,299
32,53,0.904073,3,3,0,326
32,53,0.905032,3,2,1,339
32,53,0.904912,3,1,1,375
32,53,0.904792,3,3,0,299
32,53,0.905744,3,3,1,326
32,53,0.905625,3,1,1,375
32,53,0.905506,3,3,1,299
32,54,0.898438,3,2,1,433
32,54,0.898278,3,3,0,429
32,54,0.898987,3,3,1,417
32,54,0.898829,3,1,1,432
32,54,0.89867,3,3,1,430
32,54,0.898511,3,2,1,418
32,54,0.898352,3,1,1,431
32,55,0.929134,3,1,1,437
32,55,0.929058,3,2,1,433
32,55,0.928983,3,1,1,306
32,55,0.928907,3,2,1,396
32,55,0.928832,3,1,1,305
32,55,0.928756,3,2,1,420
32,55,0.92868,3,1,1,431
32,55,0.928604,3,1,1,436
32,55,0.928528,3,1,1,307
32,55,0.928452,3,1,1,308
32,55,0.928376,3,1,1,432
32,55,0.9283,3,3,0,430
32,55,0.92969,3,3,1,417
32,55,0.929615,3,1,1,305
32,55,0.92954,3,1,1,307
32,56,0.795276,3,4,1,314
32,56,0.879444,3,1,1,319
32,56,0.931509,3,2,1,312
32,56,0.961918,3,2,1,317
32,56,0.979087,3,3,1,315
32,56,0.988594,3,2,1,318
32,57,0.172414,3,5,0,330
32,57,0.136682,3,4,0,331
32,57,0.107586,3,5,0,330
32,57,0.084281,3,4,0,331
32,57,0.06586,2,5,1,330
32,57,0.076709,2,4,1,331
32,57,0.089027,2,5,0,330
32,58,0.698925,2,4,1,331
32,58,0.698384,2,5,1,330
32,58,0.697843,2,4,0,331
32,58,0.698988,2,5,0,330
32,58,0.700129,2,4,1,331
32,59,0.3375,2,4,0,335
32,59,0.339057,2,6,0,333
32,8,0.714286,2,3,1,564
32,9,0.787234,2,3,1,132
32,9,0.892693,2,2,0,818
32,9,0.115742,2,1,1,54
32,9,0.287073,2,1,1,115
32,9,0.501366,2,2,1,759
32,9,0.700826,2,2,1,446
32,9,0.841475,2,2,1,40
32,9,0.922397,2,3,1,767
32,9,0.963605,2,3,1,773
32,9,0.983288,2,4,1,116
32,61,0.57971,2,4,1,327
32,61,0.579319,2,2,1,342
32,61,0.578928,2,3,0,341
32,61,0.580566,2,2,1,342
